source,target,attributes
R-D_m0sHuc-RBV5d_4xNCw,LZzDvgfpkd4nI3E4L9wF1w,"{'review_id': 'FpPCvkyLBoo70o43rtPdeQ', 'stars': 5}"
mxYElacBOmx4d2cOAKSs2g,zZ01WQlcpI1_n806WKV3bA,"{'review_id': 'CvYTt8Egd1Cb7o9XtzFLzA', 'stars': 5}"
owRN91Bim4RBvd_Yj4DsLA,WSx9-iYYyST_umny9sJBFg,"{'review_id': 'OPJ0xQp62NOCTeTm4jXbyw', 'stars': 5}"
fPbkv1VU7G94hrfJE6kKDg,tV46IhCfHbsx_af-pMupiw,"{'review_id': 'p1eZx9cP5D1Ft5a0N8a0lA', 'stars': 5}"
9Y1YkloHk2MAE3hkwYdFKA,j8feOxyJqlIJWOi8su2qzw,"{'review_id': 'cOwNuiNqpnoicY4nU7awIA', 'stars': 2}"
-4Q5n5AfHKU5GUDEJZwOtQ,muxda1cSVtplETqTfYVgZA,"{'review_id': 'E7G-kwWYE15UrbwGUXgnsQ', 'stars': 5}"
n9KpCXZnIiZrPn3ug2FPPw,muxda1cSVtplETqTfYVgZA,"{'review_id': 'XdXkz990WJANcLsyXbqfdA', 'stars': 5}"
tW1WOkItxVyqXVitc4l7ag,WSx9-iYYyST_umny9sJBFg,"{'review_id': '-z069CjgtUvDoVkiDud5QA', 'stars': 4}"
4PYfRKB2_shulKeN0RFUZg,LZzDvgfpkd4nI3E4L9wF1w,"{'review_id': 'MgFxnNylaXNTYFUDYG7efA', 'stars': 5}"
lLAifGVomWrO9yMSkBicNQ,Rv8bW3pkzpi5dZu5ckbgtA,"{'review_id': 'dI8Vc3NJ2Cg66kzsukiNGQ', 'stars': 5}"
ZgXCViZ4_CN0rSmjGjPTvg,zZ01WQlcpI1_n806WKV3bA,"{'review_id': 'QoAbs03pl0Zex-iDncvoJw', 'stars': 5}"
a2DGFEIov1L7X9rKdVmN6A,WSx9-iYYyST_umny9sJBFg,"{'review_id': 'mCM_b1hmo7kkYQrZsg3IHA', 'stars': 5}"
a2DGFEIov1L7X9rKdVmN6A,muxda1cSVtplETqTfYVgZA,"{'review_id': 'KD6T-6OL0amF6BdMClA9iA', 'stars': 5}"
UhN9RrW19vz7vFWgWVLn_w,hyeo7JQr5uLp-St1MibYAA,"{'review_id': 'pIXF6Je4Q_-E0d-H_hQgxw', 'stars': 4}"
C7dQiaeTjraiwSGts7zmmw,zZ01WQlcpI1_n806WKV3bA,"{'review_id': 'R95iptYqSs92e6KaW3yRBA', 'stars': 5}"
f8NI0wFzvoo-AnZGYiwmxw,Rv8bW3pkzpi5dZu5ckbgtA,"{'review_id': 'qRtwcv6Up7WmWsp-up1hxw', 'stars': 4}"
VL2Js_d5cdQJKdFybUWCLw,Rv8bW3pkzpi5dZu5ckbgtA,"{'review_id': 'pXtAZH1LeeY17zpEyIc3ww', 'stars': 2}"
xfImljhxN6NlONPD2rb_HA,zZ01WQlcpI1_n806WKV3bA,"{'review_id': '17-0sfowl9f-L_q7AtRjKg', 'stars': 4}"
0H_n0mdiBBCfFuLYibod_Q,j8feOxyJqlIJWOi8su2qzw,"{'review_id': 'nG38bkPt3DcqoLhWaxalVw', 'stars': 5}"
w0CNvIqdA2ZNgrpTd54rkA,Rv8bW3pkzpi5dZu5ckbgtA,"{'review_id': 'aDqhlrPrjKEOHD_XuXCHCg', 'stars': 5}"
ocalYFm7FVIkmBu2vs-PNA,muxda1cSVtplETqTfYVgZA,"{'review_id': 'Ny60bHT--zjHVXz2HFPmRQ', 'stars': 5}"
PluuoC0vKMq_159qjFiR-A,zZ01WQlcpI1_n806WKV3bA,"{'review_id': '6dxrObCBqVbqGfWptuF7QA', 'stars': 4}"
8QXAB1vREcnwBybGl6kelQ,wj8XtPyuREj8_0GQz3LZ6w,"{'review_id': 'RdOMchTvT_fTkNyYmhwJzQ', 'stars': 5}"
hTaBY4ObN-vTNgABea55wg,WSx9-iYYyST_umny9sJBFg,"{'review_id': 'yeo77-U6S7oJKmiM1i3sdg', 'stars': 4}"
hTaBY4ObN-vTNgABea55wg,Rv8bW3pkzpi5dZu5ckbgtA,"{'review_id': 'U6CPHxzRYB4wLyP4ar9ulA', 'stars': 5}"
0MaXIP3k2V-zTB4YoZ2G5g,Rv8bW3pkzpi5dZu5ckbgtA,"{'review_id': '1JznZipkWiZ9oA4FVJKBDQ', 'stars': 5}"
Bgv3CFS9yhIMJ12nD_VCxw,wj8XtPyuREj8_0GQz3LZ6w,"{'review_id': 'jCMwmalxxcPQkrwsGGAYiQ', 'stars': 4}"
-6ULgMBfzqbgOPcE5PrRWQ,zZ01WQlcpI1_n806WKV3bA,"{'review_id': 'htVCBWmrOsNzKs5eTb_bUw', 'stars': 5}"
89Meij6Q45x8aVl9iN-GBQ,Rv8bW3pkzpi5dZu5ckbgtA,"{'review_id': '4hjx1FBXDqrGXePD5PcEZQ', 'stars': 2}"
Z7PsT-nKB1NqCs_RBhtpiw,tV46IhCfHbsx_af-pMupiw,"{'review_id': 'acoVSnwE3X_1h1SLbTgD2g', 'stars': 5}"
g1Qpp-c6CoGpFy-KEByU6w,Rv8bW3pkzpi5dZu5ckbgtA,"{'review_id': 'VIR62BjAJxR65MWu-UMvGg', 'stars': 5}"
g1Qpp-c6CoGpFy-KEByU6w,zZ01WQlcpI1_n806WKV3bA,"{'review_id': 'Ay-SHgxYAUjeDJjoLDOyVw', 'stars': 4}"
EnFRwa9xPq9QaE4jBjFhlw,zZ01WQlcpI1_n806WKV3bA,"{'review_id': '-fRBQ3sZw6BBkREdlf5yFw', 'stars': 3}"
WSx9-iYYyST_umny9sJBFg,Seag2bLW7vg7QndO7x5dbA,"{'review_id': '1Voi4Dr_CO8cjYV8TmIBnQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,LOMxu4ODEDc_6ap1G5Kyhg,"{'review_id': 'IVA2hJb5ZHRkEH63dCwKkw', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,4zxUQlQc3phsqKIz-qCINQ,"{'review_id': 'MLuICXqt83GosybdWzUCyg', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,drycfOxgOgBBIPBXaWqRjg,"{'review_id': 'jtsQXAcyNoySW1Kk9fG_4g', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,Vr56-zoCCT2VUT8Oedqqzg,"{'review_id': 'XFviMu1sfXy5lUlaxbSAZQ', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,wdvScg_MH8F-PNfTNHJ1zA,"{'review_id': 'Xx6L-Qqsv7Hx6hAygBhrCg', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,hs2vc0xxGHsEmsY0zATABg,"{'review_id': '_wlLyk43IZPp_YgErLBvMQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,fva3jV0Y5HzkL5czj4W_jw,"{'review_id': 'M9_5FEiKGRompNOvzpC13Q', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,sKQvEQxXaDuVtGMMveY4xA,"{'review_id': 'InVNq6nHfHyjVtfr3_lokQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,e5nZO3u2YkWOOIF8wxrO7Q,"{'review_id': 'Yd0tMcg1mw7ObxckKD1Akw', 'stars': 3}"
WSx9-iYYyST_umny9sJBFg,3KhKmO4usrQUEsrFOTA39Q,"{'review_id': 'NNPsjmNAMhp4PDruxLpBSA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,6_DNHSwbyIZsfrcIn2p1DQ,"{'review_id': 'Xlx5dqyz0bkbpJ9UE4rBYA', 'stars': 1}"
WSx9-iYYyST_umny9sJBFg,P6X2QhcrA9dPazCFGBe1ag,"{'review_id': 'SlYD0LAPIH_OanXVPZnlig', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,8U64CGIIvja11Lv1qqsTDQ,"{'review_id': 'z7zEiLkwp4R_-JXObta_zw', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,KTPLzCTAM7uTOAS_uVPcXg,"{'review_id': '8Mw4SxN0pCw2ngLVkZB2Ag', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,PZeMu01uM5nBA12ShwG5jQ,"{'review_id': '_jIFu9WtyMLkn9tXIBV-tA', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,dUbQiecMjzBw6m_8lauFBQ,"{'review_id': 'v178vEE6PzWdhwnmObkOjg', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,6zheTZ_WT4Uq469qJANSug,"{'review_id': '93BFuI5UqpzrqqrZouqDzg', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,_4srOlPBa24QcQntCgqhqA,"{'review_id': '_TwYNjFG__u7nwaz_nurww', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,_6j6uCisr8DNewdBlZKAdQ,"{'review_id': 'FaOVx9FJCyW0MdfogEwMPg', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,2TvkaIVk1PlSWBXq1Q2dPQ,"{'review_id': 'I293WmlNx6T_2WoaemHKww', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,729ASTjOmyfiqVrkylYuTA,"{'review_id': 'Ue7iPiCARH47ytsnExiMrw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,j6kwzQfSfr-Cz6j1-HG1Gg,"{'review_id': 'GP2O57nHbVyKAoNfZwnhdA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,JiOL8vptz1V5keQY2gPh_Q,"{'review_id': 'fFPMV_tdLh9iu-XGaXlFVA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,9crKLRegfPxGw7t--P3JkQ,"{'review_id': 'Bv4kq-r_lXYjp1T4oTHKuw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,zxAM0cdIbZZYN-6gVQuntQ,"{'review_id': '0TMGGTXZNPUyrAdmdZULHQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,zvQA2JCRk5QcjvO9bi9qzg,"{'review_id': '8TVLPS4jRqziB1FxdWR6JA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,vTYUl9sMStmZERgW4fIWkQ,"{'review_id': 'N9eYV9VPlT9pLighIlkulQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,gaFjqM4Jt9Wg0vOEJlnOwg,"{'review_id': '3_nwb3UtG1iNJbga6PMs8g', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,qL0eXfyHFoSe5RrmdoqwnA,"{'review_id': '7kJGB5_DZzlfc6WseEDSOg', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,1Mg6dBktceR27KFx4zarKw,"{'review_id': 'Y0K2O6Yp6Dy28usympDdnQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,-tNhf6lp6UQ_ibBVYzXOHA,"{'review_id': 'TXoVeUSX9Ocxtm66EB6XiA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,UMLpbksVrxmcEtv5mHaGcg,"{'review_id': '1g7o-it5A1diGMVTrgy_dA', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,Wpncx6BVMTB6cHaIr6mDVQ,"{'review_id': 'lbwFq5J8oyUWyUP48uLESg', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,gbH5aRgS90ge5L8lEsl6KA,"{'review_id': 'VByykePN7-PhOt07J-bGmw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,QvzTWds9O6-ntqAZU7HQeA,"{'review_id': 'H25tt57d1b8h_8dNnEIZ6Q', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,R7L6Fz8_SJuPJx3TqwzfTA,"{'review_id': 'OmxGkHxjB7-LRFsdNEDrWQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,WenjfKjsIFhTXHCb5Nvutw,"{'review_id': 'TAjcBZkXYZaz0gbMCLhA7Q', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,6QVhgVqKRZY1M1U8aQcRIA,"{'review_id': '18-BeF5D2RiRqb4yfGPohw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,x4IzQ_HBDUX_60IQ5K1VHw,"{'review_id': 'HP_VHlE1xjAi5xXCm6-jYQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,yS7VdmQE-gVKNz_NW2K96A,"{'review_id': 'DwxvGblBXoDPqtTID4TVCw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,o5DRm0XmpDiIf9h68hHhNA,"{'review_id': 'slQ6BX6WJu2sVOikaeHRgA', 'stars': 3}"
WSx9-iYYyST_umny9sJBFg,qlZUcCNqnMb-AZi7Uu21rg,"{'review_id': 'AMITI_88uti4Ghjt8KiHoA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,LWDJ2lqbAdqT88oUCsG4fA,"{'review_id': 'F72qLZBCe87avU_fJfV-eQ', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,-zu6-Y_DBQ6isEuHIcRUjg,"{'review_id': 'u32tNhh1Y4EjF5FgCk5xgw', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,f8UCqBQqWvEV-lG5-Sj8gg,"{'review_id': 'Y6aAyzZbuo_g0sxR1GrcTA', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,Nq5bWAY6o7SIMVLp45En9Q,"{'review_id': 'Lw8nj1pFlc7yV9EnW_db8A', 'stars': 3}"
WSx9-iYYyST_umny9sJBFg,ti9ZHlZrxRg-FsCelbUaHw,"{'review_id': '-frXp6M-oG188sQ0heCZ7A', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,6NxuLbbqCkDogzaOQ8_4-A,"{'review_id': 'E54JMcdic18dz9xKcXLL4A', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,wIquJ2JnQjhCyqbnl9bOVw,"{'review_id': '-irbOrbOKGIt0mDs-kHVXQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,Htv3V_YvVMZfU7hxplUtEg,"{'review_id': 'Z9GdS_8Ng9Y88olOUeJ10g', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,_Eq9g6QAnPBVIc6McDS0qA,"{'review_id': 'd8lVvJILOLHvC9W2hh4ylw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,VArk3rqYeaHPoYfLcAY3Tg,"{'review_id': 'ZtjrV4czAgbR4nDLeKY0ww', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,1_YNigRfXPk2WTELUfucbg,"{'review_id': '-7dszqnScAqb9BH5QSPdeA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,T1RwPkYFRoq0SnrqhnB9yQ,"{'review_id': '_xrLO9fS4nIoC2wH4ALPrw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,itJq-oCureIBBrOqiONxBw,"{'review_id': 'FZUF2IlHTESou3hTMvV6FA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,g4wUhpnSVKpPwNBTHHIWLA,"{'review_id': 'w7enq2QI-dc1xZlln39ivg', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,9e6VDJWc_3zPm0X-6BHBHA,"{'review_id': 'RkY72J8V81D-ZH4LVtZ7ig', 'stars': 2}"
WSx9-iYYyST_umny9sJBFg,b3Xw9_dCSpayZQEgTG80_A,"{'review_id': 'mzib1ggKECry8nBKZRsunA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,777WWXZrsU_NU77c2vMjfw,"{'review_id': 'TiWq-XOjRU11bjM9RFBy7Q', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,aA5oDnQkMGsIF-XYfexu2A,"{'review_id': 'c1Fs3jSHwdI6zt6OBBtUoQ', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,hYDW4shRvq9O4ajT-MIVgQ,"{'review_id': 'YalJfUSynXJJ72-gtNSxEw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,lFlHN43su_mnU2-RuotVXA,"{'review_id': 'r5rhGRZFl1bXvBoRXSDGlQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,Kju75fMfPvr-D3MjH2TKAg,"{'review_id': '2r2LxcKGZpm3QHufnJW6TQ', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,bXL4Nw3eyuokqxegsCayDA,"{'review_id': '20Y6V6hoWja3vGqYhwZ7NQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,F3DEzjWVMGTOvb4OlsiKZQ,"{'review_id': 'urUlwHqNjCDUiyVLbFzuVA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,BEFvkCIta9_qWy7DYH7gpQ,"{'review_id': 'cMD09bkTcJjxGsOw_FNDPw', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,VvvGAOIT8oV1_WKW4_G-aA,"{'review_id': 'RIZ1gy6ODw4o-G7J-ckrDw', 'stars': 3}"
WSx9-iYYyST_umny9sJBFg,-aD5npJC9OblW7g591m_RA,"{'review_id': 'jiXYCWTCc43XZy3PC_QFlg', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,EUJlkq8jMG8ikw1mBMqreA,"{'review_id': '4lkefDXsZkDiPZNV9OK6RA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,zUXRLwcLDbLLJc2ndyhDbQ,"{'review_id': 'kfAiHFj2VmRrE_OHDwQJKg', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,AqpwgzdP0NI5LFxIJbYB_Q,"{'review_id': 'n-hD_Fw5jgQKCXY0nJfLYg', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,HpCT2cMzIU9fRIO8enRnTg,"{'review_id': 'rJNXcAuN6QyrLaidg_9Ogg', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,IJN-45eOGi1gUihoYAc5jQ,"{'review_id': 'sSSgqv0FSlbkEs3ETo0Q7A', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,2D1md81eobsLXiemi75dxQ,"{'review_id': 'B9Jwl4Xe74i-395AJx5UFw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,5O-mKboK7hK1YDc0W9MJJw,"{'review_id': 'tMVT6phwxKNOizFpq7hY3A', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,LRrPCCUG5pdkxik_qxkGBQ,"{'review_id': 'jbMDuSEYxY8aiN4lVCu3og', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,-877Gi5QAGEZ_aPNPNYCug,"{'review_id': 'wlljhpPbs10VzlA2Xh4hvQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,mMJ5EPzkwAkI87bM7_RzNA,"{'review_id': 'mEwjkXws0sFAMK7nT3QXIw', 'stars': 3}"
WSx9-iYYyST_umny9sJBFg,WYqqm1NpY6-VvEkAZhBumA,"{'review_id': 'v8kTZ0bcXA3ZxKbNYcFfVQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,y5Hs0N7tG0-H6M_8FeGjfA,"{'review_id': 'dENMgWGZoig2xeMMx-35GQ', 'stars': 3}"
WSx9-iYYyST_umny9sJBFg,f5FIPDpwFzr8tGdasaUbSg,"{'review_id': 'lNBuwOdLe_O4hLLU7YG_yQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,YbfGgky2ahvuaWhGsCB0HA,"{'review_id': 'VJkme7kfKwqWjHdxwlo2-Q', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,EJcaLAPeDbb5YwIPaaLmkg,"{'review_id': 'Csi32HhYWfT0pJ1wnFMl-w', 'stars': 1}"
WSx9-iYYyST_umny9sJBFg,3ebuJJKoB5dC5O7IdgA4aw,"{'review_id': 'Xo9qgJj7rdEk5_Pv9sEpQw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,DnlAmZMPUmu62RtHHU5CJw,"{'review_id': 'MlfyYKlqvVg6f_O-gzy2AQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,VLJkTbncllFi-DOWVVeOcQ,"{'review_id': '9JZxmO96f54zoF2nbAzzUQ', 'stars': 2}"
WSx9-iYYyST_umny9sJBFg,Wb5ETqtnQeQG7C4jAZGIYA,"{'review_id': '9Fvk2g2dwTUKR_sDjwRidg', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,m2nZ51S_MGEUck-M9ZMXNw,"{'review_id': 'rIjEneutfagBBD-I-q9yVQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,YMSwZ7roLt1frPn4XitYUQ,"{'review_id': '24zkNG8GpHAFCxhgF_jzug', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,sb3zO7uWR164lMqIOAkHXA,"{'review_id': 'gCv2vYlscOF8TFIaUa7zUA', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,Vt22Z2jcrbQWFkT2OAbmjw,"{'review_id': '27NWhgZXbiAPRUqtMDJcxw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,nUutFZUO-W2pnHGRKrLPTw,"{'review_id': 'nnngAV6KTwcpYZfLHeM4Uw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,-7qUbOVWJp2NT3f_TNuIBA,"{'review_id': 'yt0MIZTNiX8NUXBkLniElA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,BYCl08es0YHwgTA8c0os-w,"{'review_id': 'N8jpIAkWQqOVo-YS187z1A', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,M3PaHlwwTWeYMP1FecTuRA,"{'review_id': 'gDDOzPjNJZIfVUpviibx3A', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,kV4eLnU5fm-ieJCEeqNiIQ,"{'review_id': 'cObhrrJatsqI8t0QA6Y_wA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,KzLaocMJp9XiXmyYQL18Cw,"{'review_id': 'P4qX9ECSMkv3Nxgf0oFZgA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,kDBTf_z0-xVm7MfWZ8OVJg,"{'review_id': 'zbkqXCdAYlbc0Pp-uqiAiA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,wjF3QcTR0RKooLxYqB_m6g,"{'review_id': 'fRgBfGmSRgsLOWvOjaTpjQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,Mn-MFyySgsl45503CBneGg,"{'review_id': 'R32JcpbhIjsA9f2x48lfBw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,ZTkuKoOt2vp584A-8hDvBA,"{'review_id': '1T4yGCim4PGn0vOq_zh1xw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,_T7ZInXEP0MxIqsQx0IhhQ,"{'review_id': 'vg_qF7XrPL86JYqvGpVw6g', 'stars': 3}"
WSx9-iYYyST_umny9sJBFg,FqlgjXUR0BiOjjx48g15SQ,"{'review_id': 'iDcOM3HInNfnzAfKJf2SCQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,njUgJcn8ZN0BdZdNEswRwA,"{'review_id': 'NX7iH8D517fm2QBFBjymLw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,wCiiaq0vZfc8rCHqlR2Thg,"{'review_id': 'A9jpR5f4NHhoGsHYVflTlw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,wmeUXb1bUUuPrivR9VXSTw,"{'review_id': 'FdGTlJHDqUREMkqxCbP0gg', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,LC0ZZPrG7cmw3b3ALT6DFA,"{'review_id': 'uhvHwb88I2dpEFmpdQgxlg', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,mu1x1n3eZQ81C18NtMLqsQ,"{'review_id': 'Bt2eEM6uRg_8BW4wQn4FaQ', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,BXOnW8TdUHkAZqmvLHzqbg,"{'review_id': 'vgDhDI9H68sdFcNhuGGDPg', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,0eTWacs28GUCPUY7MHzM1g,"{'review_id': 'hTLAOdGjbui8eLw-kKC4GA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,qjXEXo85EaT64DGTYfGrcA,"{'review_id': 'yTeWHmOi1m6HGbZfEUwj6A', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,MXNBDXNuLLok-xnHSzkV4Q,"{'review_id': '7Y3zEXO8fLC0-EXVYVXetg', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,hgcu5iwb4doY3j0x9Q53nw,"{'review_id': 'AFKo9__ojp4ShIbG7E3qSA', 'stars': 4}"
WSx9-iYYyST_umny9sJBFg,eqTvNNpxTWPpEoZSIGv6wQ,"{'review_id': 'TCMYNGlIYnQ3cfuvG4a6Cg', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,JS_SOtV773gwoM1lj9Wiaw,"{'review_id': '4kjPC9V3OOhcvq0i2wBj0g', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,x8h92gFSIJJyfxwC3p3olg,"{'review_id': 'NaUiXRGALl67mmmWehfNnA', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,mWsb9HvVOtXRzjwg4snA4g,"{'review_id': 'GTXQYfN4MvUv6ZeUJdTHRg', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,jjW9ik6KdtpBC9EIdsIQgg,"{'review_id': 'MYGNgfF_-_rcTW9LULp1kw', 'stars': 5}"
WSx9-iYYyST_umny9sJBFg,VTUxik1f0cSRGBsUa2rb-Q,"{'review_id': 'd7i6IOpJ_-sgJOXd2i_mdA', 'stars': 5}"
_6j6uCisr8DNewdBlZKAdQ,j8feOxyJqlIJWOi8su2qzw,"{'review_id': 'WvRHTq3GQt3uzfoXF5gWHg', 'stars': 4}"
j6kwzQfSfr-Cz6j1-HG1Gg,hyeo7JQr5uLp-St1MibYAA,"{'review_id': 'Punv3rwpg75QYH-cbQRBxQ', 'stars': 5}"
gaFjqM4Jt9Wg0vOEJlnOwg,wj8XtPyuREj8_0GQz3LZ6w,"{'review_id': '3uYT7n6CFMRI558mFw_Mfw', 'stars': 5}"
-tNhf6lp6UQ_ibBVYzXOHA,wj8XtPyuREj8_0GQz3LZ6w,"{'review_id': 'MVtDjYwqiwmid6Vd7c9KiA', 'stars': 5}"
LWDJ2lqbAdqT88oUCsG4fA,zZ01WQlcpI1_n806WKV3bA,"{'review_id': 'N9cCaZdJ6m6lTrrTM6g6kw', 'stars': 4}"
aA5oDnQkMGsIF-XYfexu2A,muxda1cSVtplETqTfYVgZA,"{'review_id': 's-P3vQgz1OXv1MVxrgpVXg', 'stars': 4}"
lFlHN43su_mnU2-RuotVXA,Rv8bW3pkzpi5dZu5ckbgtA,"{'review_id': 'zLE2pL3y886jkLfKx-kpcA', 'stars': 5}"
mMJ5EPzkwAkI87bM7_RzNA,Rv8bW3pkzpi5dZu5ckbgtA,"{'review_id': 'eJdRRxGtynl51eP_AfbSnQ', 'stars': 4}"
mMJ5EPzkwAkI87bM7_RzNA,zZ01WQlcpI1_n806WKV3bA,"{'review_id': '3xYwlU9xWW0Vl7BcecCLbQ', 'stars': 4}"
Wb5ETqtnQeQG7C4jAZGIYA,j8feOxyJqlIJWOi8su2qzw,"{'review_id': 'qk5vekbkNpzRLfhyJSI_fA', 'stars': 1}"
-7qUbOVWJp2NT3f_TNuIBA,muxda1cSVtplETqTfYVgZA,"{'review_id': 'p0b01r_zmtrDZ6rc28w3EQ', 'stars': 4}"
kV4eLnU5fm-ieJCEeqNiIQ,wj8XtPyuREj8_0GQz3LZ6w,"{'review_id': 'O7am-r0Q6f7HWwynvzvzkg', 'stars': 5}"
wjF3QcTR0RKooLxYqB_m6g,zZ01WQlcpI1_n806WKV3bA,"{'review_id': 'Rx2TXx6EtkBXBT5mMzl8mg', 'stars': 3}"
